Split,Image_Path,Image_Name,Status,Class,Confidence
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.9
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.89
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.89
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.89
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.87
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.86
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.84
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.8
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.05
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.04
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.02
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.96
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.89
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.89
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.88
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.85
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.83
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.68
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.21
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.11
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.07
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.05
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.04
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.04
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.03
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.03
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.02
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.02
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.02
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.9
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.9
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.03
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.02
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Detected,Ketamine,0.01
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.95
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.94
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.93
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.92
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.91
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.89
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.89
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.87
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.81
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.73
train,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,C:\Users\wangs\xray_drug_detection\dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Detected,Ketamine,0.1
